Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.92012500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.71680500e-06,-2.01562500e-04
-5.67680500e-06,-2.71640625e-03
-5.63680500e-06,-2.86406250e-03
-5.59680500e-06,-3.37578125e-03
-5.55680500e-06,1.28125000e-04
-5.51680500e-06,1.96328125e-03
-5.47680500e-06,2.23750000e-03
-5.43680500e-06,2.19140625e-03
-5.39680500e-06,8.98437500e-04
-5.35680500e-06,5.80468750e-04
-5.31680500e-06,8.93750000e-04
-5.27680500e-06,8.77343750e-04
-5.23680500e-06,6.07812500e-04
-5.19680500e-06,-1.29218750e-03
-5.15680500e-06,-1.55078125e-03
-5.11680500e-06,-5.00000000e-04
-5.07680500e-06,1.20156250e-03
-5.03680500e-06,-5.87500000e-04
-4.99680500e-06,2.73984375e-03
-4.95680500e-06,6.40625000e-04
-4.91680500e-06,3.29531250e-03
-4.87680500e-06,-2.35156250e-04
-4.83680500e-06,-2.84375000e-03
-4.79680500e-06,-1.28593750e-03
-4.75680500e-06,-1.72656250e-04
-4.71680500e-06,2.69843750e-03
-4.67680500e-06,-6.46875000e-04
-4.63680500e-06,-2.03984375e-03
-4.59680500e-06,-2.33593750e-04
-4.55680500e-06,-2.53437500e-03
-4.51680500e-06,-2.69140625e-03
-4.47680500e-06,-2.30546875e-03
-4.43680500e-06,7.98437500e-04
-4.39680500e-06,1.41015625e-03
-4.35680500e-06,3.17500000e-03
-4.31680500e-06,2.52265625e-03
-4.27680500e-06,-7.65625000e-04
-4.23680500e-06,1.82890625e-03
-4.19680500e-06,-2.01250000e-03
-4.15680500e-06,-3.23671875e-03
-4.11680500e-06,-1.52421875e-03
-4.07680500e-06,-1.42031250e-03
-4.03680500e-06,2.56250000e-04
-3.99680500e-06,-1.15468750e-03
-3.95680500e-06,-7.03125000e-05
-3.91680500e-06,1.15078125e-03
-3.87680500e-06,1.39921875e-03
-3.83680500e-06,-4.86718750e-04
-3.79680500e-06,2.20546875e-03
-3.75680500e-06,2.40234375e-03
-3.71680500e-06,6.88281250e-04
-3.67680500e-06,-2.35468750e-03
-3.63680500e-06,-1.71953125e-03
-3.59680500e-06,-1.11718750e-03
-3.55680500e-06,-4.92968750e-04
-3.51680500e-06,6.99218750e-04
-3.47680500e-06,-7.44531250e-04
-3.43680500e-06,-1.00703125e-03
-3.39680500e-06,-2.20859375e-03
-3.35680500e-06,-7.08593750e-04
-3.31680500e-06,4.20312500e-04
-3.27680500e-06,-5.28906250e-04
-3.23680500e-06,1.72890625e-03
-3.19680500e-06,1.73046875e-03
-3.15680500e-06,2.09375000e-03
-3.11680500e-06,-7.21093750e-04
-3.07680500e-06,-3.40625000e-04
-3.03680500e-06,-3.41718750e-03
-2.99680500e-06,-3.19765625e-03
-2.95680500e-06,1.39218750e-03
-2.91680500e-06,2.29531250e-03
-2.87680500e-06,2.62109375e-03
-2.83680500e-06,-3.76562500e-04
-2.79680500e-06,-1.21406250e-03
-2.75680500e-06,-5.46875000e-06
-2.71680500e-06,-2.65625000e-05
-2.67680500e-06,-1.78046875e-03
-2.63680500e-06,-3.39843750e-04
-2.59680500e-06,2.23046875e-03
-2.55680500e-06,2.25000000e-04
-2.51680500e-06,-2.01562500e-04
-2.47680500e-06,2.65234375e-03
-2.43680500e-06,1.46796875e-03
-2.39680500e-06,-2.70312500e-04
-2.35680500e-06,-2.09375000e-04
-2.31680500e-06,-8.19531250e-04
-2.27680500e-06,2.73437500e-04
-2.23680500e-06,-1.64765625e-03
-2.19680500e-06,-1.77265625e-03
-2.15680500e-06,2.73437500e-04
-2.11680500e-06,1.10078125e-03
-2.07680500e-06,1.48984375e-03
-2.03680500e-06,1.43515625e-03
-1.99680500e-06,2.58515625e-03
-1.95680500e-06,9.21875000e-04
-1.91680500e-06,-1.23437500e-03
-1.87680500e-06,4.03125000e-04
-1.83680500e-06,-7.07031250e-04
-1.79680500e-06,-8.00000000e-04
-1.75680500e-06,-1.11718750e-04
-1.71680500e-06,-8.80468750e-04
-1.67680500e-06,-4.37500000e-05
-1.63680500e-06,-1.55078125e-03
-1.59680500e-06,-1.40859375e-03
-1.55680500e-06,3.93750000e-04
-1.51680500e-06,-1.85937500e-04
-1.47680500e-06,1.15156250e-03
-1.43680500e-06,1.50234375e-03
-1.39680500e-06,1.13437500e-03
-1.35680500e-06,5.23437500e-05
-1.31680500e-06,1.61328125e-03
-1.27680500e-06,1.20312500e-04
-1.23680500e-06,-3.31406250e-03
-1.19680500e-06,-2.47968750e-03
-1.15680500e-06,-6.14062500e-04
-1.11680500e-06,1.07968750e-03
-1.07680500e-06,1.10156250e-04
-1.03680500e-06,9.35156250e-04
-9.96805000e-07,-5.61718750e-04
-9.56805000e-07,-1.37187500e-03
-9.16805000e-07,4.69531250e-04
-8.76805000e-07,-3.65156250e-03
-8.36805000e-07,-1.60078125e-03
-7.96805000e-07,1.41406250e-04
-7.56805000e-07,2.72578125e-03
-7.16805000e-07,2.11953125e-03
-6.76805000e-07,1.91406250e-04
-6.36805000e-07,-1.15078125e-03
-5.96805000e-07,-1.66250000e-03
-5.56805000e-07,-1.17578125e-03
