Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.48212500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.69928500e-06,9.00000000e-04
-5.65928500e-06,1.92500000e-03
-5.61928500e-06,2.65625000e-05
-5.57928500e-06,4.85937500e-03
-5.53928500e-06,2.18750000e-03
-5.49928500e-06,-3.72734375e-03
-5.45928500e-06,-3.91562500e-03
-5.41928500e-06,-1.37734375e-03
-5.37928500e-06,1.32421875e-03
-5.33928500e-06,7.10156250e-03
-5.29928500e-06,9.58906250e-03
-5.25928500e-06,2.70468750e-03
-5.21928500e-06,-4.00234375e-03
-5.17928500e-06,-6.74453125e-03
-5.13928500e-06,-2.81796875e-03
-5.09928500e-06,8.50000000e-04
-5.05928500e-06,1.63281250e-04
-5.01928500e-06,-1.33906250e-03
-4.97928500e-06,-1.15156250e-03
-4.93928500e-06,-1.42968750e-04
-4.89928500e-06,1.18515625e-03
-4.85928500e-06,1.18671875e-03
-4.81928500e-06,3.46875000e-04
-4.77928500e-06,-1.55156250e-03
-4.73928500e-06,-7.37500000e-04
-4.69928500e-06,-1.61328125e-03
-4.65928500e-06,4.87187500e-03
-4.61928500e-06,7.87421875e-03
-4.57928500e-06,6.09296875e-03
-4.53928500e-06,3.08515625e-03
-4.49928500e-06,2.67578125e-03
-4.45928500e-06,3.84687500e-03
-4.41928500e-06,-3.35078125e-03
-4.37928500e-06,-8.37343750e-03
-4.33928500e-06,-6.55000000e-03
-4.29928500e-06,-4.10312500e-03
-4.25928500e-06,1.16250000e-03
-4.21928500e-06,1.82265625e-03
-4.17928500e-06,1.55312500e-03
-4.13928500e-06,-1.65390625e-03
-4.09928500e-06,-4.90390625e-03
-4.05928500e-06,-9.41406250e-04
-4.01928500e-06,7.28125000e-04
-3.97928500e-06,-2.56171875e-03
-3.93928500e-06,-2.16640625e-03
-3.89928500e-06,-1.53984375e-03
-3.85928500e-06,5.67968750e-04
-3.81928500e-06,3.31796875e-03
-3.77928500e-06,3.78906250e-03
-3.73928500e-06,-2.46875000e-04
-3.69928500e-06,-2.78593750e-03
-3.65928500e-06,-4.16171875e-03
-3.61928500e-06,-2.23046875e-03
-3.57928500e-06,4.65625000e-04
-3.53928500e-06,1.93906250e-03
-3.49928500e-06,3.01093750e-03
-3.45928500e-06,-1.12109375e-03
-3.41928500e-06,-1.75703125e-03
-3.37928500e-06,-2.56015625e-03
-3.33928500e-06,3.41015625e-03
-3.29928500e-06,6.45234375e-03
-3.25928500e-06,9.94531250e-04
-3.21928500e-06,-4.04765625e-03
-3.17928500e-06,-5.02812500e-03
-3.13928500e-06,-2.89531250e-03
-3.09928500e-06,-5.61718750e-04
-3.05928500e-06,-3.31250000e-04
-3.01928500e-06,2.78593750e-03
-2.97928500e-06,3.59062500e-03
-2.93928500e-06,-1.79687500e-05
-2.89928500e-06,5.06250000e-04
-2.85928500e-06,1.20546875e-03
-2.81928500e-06,-4.50781250e-04
-2.77928500e-06,-3.74218750e-03
-2.73928500e-06,-1.08984375e-03
-2.69928500e-06,2.03750000e-03
-2.65928500e-06,1.91718750e-03
-2.61928500e-06,-4.23437500e-04
-2.57928500e-06,8.72656250e-04
-2.53928500e-06,1.59687500e-03
-2.49928500e-06,2.37734375e-03
-2.45928500e-06,-2.28906250e-03
-2.41928500e-06,-3.69453125e-03
-2.37928500e-06,-4.69531250e-04
-2.33928500e-06,4.22656250e-04
-2.29928500e-06,-9.53906250e-04
-2.25928500e-06,-1.86015625e-03
-2.21928500e-06,3.55546875e-03
-2.17928500e-06,5.61640625e-03
-2.13928500e-06,-8.86718750e-04
-2.09928500e-06,-6.14921875e-03
-2.05928500e-06,-3.42421875e-03
-2.01928500e-06,5.68046875e-03
-1.97928500e-06,4.68984375e-03
-1.93928500e-06,-1.07031250e-03
-1.89928500e-06,-3.80078125e-03
-1.85928500e-06,-4.26875000e-03
-1.81928500e-06,-4.60156250e-03
-1.77928500e-06,-3.70312500e-04
-1.73928500e-06,3.50937500e-03
-1.69928500e-06,5.82421875e-03
-1.65928500e-06,1.22343750e-03
-1.61928500e-06,-3.80937500e-03
-1.57928500e-06,-2.37265625e-03
-1.53928500e-06,1.42109375e-03
-1.49928500e-06,1.15000000e-03
-1.45928500e-06,2.24843750e-03
-1.41928500e-06,2.10703125e-03
-1.37928500e-06,-4.05859375e-03
-1.33928500e-06,-6.80703125e-03
-1.29928500e-06,-3.80078125e-03
-1.25928500e-06,-9.35937500e-04
-1.21928500e-06,2.57265625e-03
-1.17928500e-06,2.99765625e-03
-1.13928500e-06,-3.43750000e-05
-1.09928500e-06,-1.98046875e-03
-1.05928500e-06,-1.39531250e-03
-1.01928500e-06,-7.04687500e-04
-9.79285000e-07,-1.74218750e-03
-9.39285000e-07,-7.20312500e-04
-8.99285000e-07,1.71875000e-03
-8.59285000e-07,1.89765625e-03
-8.19285000e-07,-1.00781250e-04
-7.79285000e-07,-2.21484375e-03
-7.39285000e-07,-2.19062500e-03
-6.99285000e-07,-2.14765625e-03
-6.59285000e-07,1.29687500e-03
-6.19285000e-07,1.56093750e-03
-5.79285000e-07,3.72421875e-03
-5.39285000e-07,5.36718750e-04
-4.99285000e-07,-2.13203125e-03
