Model,MSO44
Channel,CH1,,Channel,CH2,,Channel,CH3,,Channel,CH4,,Channel,MATH2,,Channel,MATH3
Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09,,Sample Interval,8.00000000e-09
Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250,,Record Length,1250
Zero Index,353.62062500,,Zero Index,353.62062500,,Zero Index,353.62062500,,Zero Index,353.62062500,,Zero Index,353.62062500,,Zero Index,353.62062500
Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V,,Vertical Units,V
,,,,,,,,,,,,,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,ANALOG_Thumbnail,,,,,,,

TIME,CH1,CH2,CH3,CH4,,TIME,MATH2,,TIME,MATH3
-2.82896500e-06,3.87500000e-03,8.33437500e-03,8.96484375e-03,0.00000000e+00,,-2.82896500e-06,5.09097846e-03,,-2.82896500e-06,nan
-2.82096500e-06,3.62187500e-03,8.18437500e-03,9.01484375e-03,1.28125000e-02,,-2.82096500e-06,4.83785383e-03,,-2.82096500e-06,nan
-2.81296500e-06,2.82500000e-03,7.94375000e-03,9.01796875e-03,-9.06250000e-03,,-2.81296500e-06,4.04097885e-03,,-2.81296500e-06,nan
-2.80496500e-06,1.95000000e-03,8.30625000e-03,8.86171875e-03,1.25000000e-03,,-2.80496500e-06,3.16597871e-03,,-2.80496500e-06,nan
-2.79696500e-06,2.58125000e-03,8.74687500e-03,9.00703125e-03,-1.28125000e-02,,-2.79696500e-06,3.79722868e-03,,-2.79696500e-06,nan
-2.78896500e-06,3.34687500e-03,8.87500000e-03,9.25625000e-03,-1.56250000e-03,,-2.78896500e-06,4.56285384e-03,,-2.78896500e-06,nan
-2.78096500e-06,3.65312500e-03,9.19375000e-03,9.12500000e-03,-1.25000000e-03,,-2.78096500e-06,4.86910390e-03,,-2.78096500e-06,nan
-2.77296500e-06,2.97812500e-03,9.34375000e-03,8.99687500e-03,0.00000000e+00,,-2.77296500e-06,4.19410365e-03,,-2.77296500e-06,nan
-2.76496500e-06,2.37812500e-03,9.65000000e-03,9.24453125e-03,8.43750000e-03,,-2.76496500e-06,3.59410373e-03,,-2.76496500e-06,nan
-2.75696500e-06,1.74687500e-03,1.02968750e-02,9.39218750e-03,2.46875000e-02,,-2.75696500e-06,2.96285376e-03,,-2.75696500e-06,nan
