Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.77612500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.71104500e-06,-1.75937500e-03
-5.67104500e-06,4.90625000e-04
-5.63104500e-06,1.59687500e-03
-5.59104500e-06,2.03906250e-03
-5.55104500e-06,2.29531250e-03
-5.51104500e-06,1.31250000e-04
-5.47104500e-06,-3.12500000e-04
-5.43104500e-06,-2.64062500e-04
-5.39104500e-06,1.09843750e-03
-5.35104500e-06,4.04843750e-03
-5.31104500e-06,5.26250000e-03
-5.27104500e-06,7.34375000e-04
-5.23104500e-06,-1.37343750e-03
-5.19104500e-06,-3.10156250e-03
-5.15104500e-06,-5.32656250e-03
-5.11104500e-06,-1.96562500e-03
-5.07104500e-06,-9.82812500e-04
-5.03104500e-06,2.48281250e-03
-4.99104500e-06,2.23750000e-03
-4.95104500e-06,2.76250000e-03
-4.91104500e-06,3.79062500e-03
-4.87104500e-06,2.58437500e-03
-4.83104500e-06,-5.07812500e-04
-4.79104500e-06,-2.61562500e-03
-4.75104500e-06,-2.41875000e-03
-4.71104500e-06,-1.19375000e-03
-4.67104500e-06,-2.77656250e-03
-4.63104500e-06,-1.43593750e-03
-4.59104500e-06,5.81250000e-04
-4.55104500e-06,-2.39062500e-04
-4.51104500e-06,-5.04687500e-04
-4.47104500e-06,-2.03281250e-03
-4.43104500e-06,-4.48437500e-04
-4.39104500e-06,7.51562500e-04
-4.35104500e-06,3.29687500e-03
-4.31104500e-06,1.51406250e-03
-4.27104500e-06,-2.81406250e-03
-4.23104500e-06,-4.36093750e-03
-4.19104500e-06,-3.63750000e-03
-4.15104500e-06,-7.70312500e-04
-4.11104500e-06,7.85937500e-04
-4.07104500e-06,3.10312500e-03
-4.03104500e-06,8.21875000e-04
-3.99104500e-06,2.12500000e-03
-3.95104500e-06,1.63281250e-03
-3.91104500e-06,1.17500000e-03
-3.87104500e-06,1.17656250e-03
-3.83104500e-06,-1.39687500e-03
-3.79104500e-06,-2.78125000e-03
-3.75104500e-06,-1.02187500e-03
-3.71104500e-06,-1.59375000e-04
-3.67104500e-06,8.25000000e-04
-3.63104500e-06,-4.68750000e-04
-3.59104500e-06,-1.37812500e-03
-3.55104500e-06,1.26562500e-04
-3.51104500e-06,9.87500000e-04
-3.47104500e-06,1.42343750e-03
-3.43104500e-06,-3.12500000e-04
-3.39104500e-06,5.84375000e-04
-3.35104500e-06,8.60937500e-04
-3.31104500e-06,3.30625000e-03
-3.27104500e-06,1.58593750e-03
-3.23104500e-06,-2.71250000e-03
-3.19104500e-06,-1.83125000e-03
-3.15104500e-06,-4.54687500e-04
-3.11104500e-06,3.34375000e-04
-3.07104500e-06,1.17031250e-03
-3.03104500e-06,-1.68437500e-03
-2.99104500e-06,-3.59375000e-03
-2.95104500e-06,-2.43906250e-03
-2.91104500e-06,1.87500000e-05
-2.87104500e-06,-1.28125000e-04
-2.83104500e-06,5.21875000e-04
-2.79104500e-06,-3.12500000e-04
-2.75104500e-06,-5.09375000e-04
-2.71104500e-06,-1.26406250e-03
-2.67104500e-06,2.84375000e-04
-2.63104500e-06,2.64531250e-03
-2.59104500e-06,1.62656250e-03
-2.55104500e-06,4.47500000e-03
-2.51104500e-06,1.16562500e-03
-2.47104500e-06,-1.56250000e-04
-2.43104500e-06,-7.14062500e-04
-2.39104500e-06,-2.51718750e-03
-2.35104500e-06,-9.84375000e-05
-2.31104500e-06,-5.89062500e-04
-2.27104500e-06,4.03125000e-04
-2.23104500e-06,-9.43750000e-04
-2.19104500e-06,4.06250000e-05
-2.15104500e-06,6.71875000e-04
-2.11104500e-06,-1.40312500e-03
-2.07104500e-06,6.45312500e-04
-2.03104500e-06,-1.87031250e-03
-1.99104500e-06,2.93750000e-04
-1.95104500e-06,3.86718750e-03
-1.91104500e-06,3.49062500e-03
-1.87104500e-06,4.89687500e-03
-1.83104500e-06,1.63437500e-03
-1.79104500e-06,-1.07187500e-03
-1.75104500e-06,-5.50000000e-04
-1.71104500e-06,-3.33125000e-03
-1.67104500e-06,-2.98750000e-03
-1.63104500e-06,-3.39531250e-03
-1.59104500e-06,-3.68125000e-03
-1.55104500e-06,-5.23437500e-04
-1.51104500e-06,1.06250000e-03
-1.47104500e-06,1.28437500e-03
-1.43104500e-06,-2.39843750e-03
-1.39104500e-06,-4.08906250e-03
-1.35104500e-06,-6.29687500e-04
-1.31104500e-06,1.14062500e-04
-1.27104500e-06,2.50781250e-03
-1.23104500e-06,2.46718750e-03
-1.19104500e-06,2.17500000e-03
-1.15104500e-06,1.97187500e-03
-1.11104500e-06,1.39687500e-03
-1.07104500e-06,4.84375000e-05
-1.03104500e-06,-1.78750000e-03
-9.91045000e-07,-2.86718750e-03
-9.51045000e-07,-1.46093750e-03
-9.11045000e-07,1.20156250e-03
-8.71045000e-07,1.19843750e-03
-8.31045000e-07,2.40781250e-03
-7.91045000e-07,5.50000000e-04
-7.51045000e-07,-2.84843750e-03
-7.11045000e-07,-1.90937500e-03
-6.71045000e-07,-1.92500000e-03
-6.31045000e-07,-4.16718750e-03
-5.91045000e-07,-3.20312500e-03
-5.51045000e-07,1.59375000e-03
-5.11045000e-07,3.75156250e-03
