Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.52412500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.70096500e-06,1.78125000e-04
-5.66096500e-06,-1.32343750e-03
-5.62096500e-06,1.18437500e-03
-5.58096500e-06,2.64375000e-03
-5.54096500e-06,1.91093750e-03
-5.50096500e-06,4.07812500e-04
-5.46096500e-06,-7.31250000e-04
-5.42096500e-06,-1.41406250e-03
-5.38096500e-06,-1.88125000e-03
-5.34096500e-06,1.32187500e-03
-5.30096500e-06,1.50468750e-03
-5.26096500e-06,7.25000000e-04
-5.22096500e-06,-2.03125000e-05
-5.18096500e-06,-2.43125000e-03
-5.14096500e-06,-1.94375000e-03
-5.10096500e-06,-1.88906250e-03
-5.06096500e-06,1.18281250e-03
-5.02096500e-06,2.24375000e-03
-4.98096500e-06,-8.81250000e-04
-4.94096500e-06,-1.50000000e-04
-4.90096500e-06,-3.65625000e-04
-4.86096500e-06,-2.05937500e-03
-4.82096500e-06,6.25000000e-06
-4.78096500e-06,-3.42187500e-04
-4.74096500e-06,-1.23437500e-04
-4.70096500e-06,2.70312500e-03
-4.66096500e-06,2.00000000e-04
-4.62096500e-06,-1.96562500e-03
-4.58096500e-06,4.53125000e-04
-4.54096500e-06,3.35937500e-04
-4.50096500e-06,1.21718750e-03
-4.46096500e-06,9.95312500e-04
-4.42096500e-06,-1.40625000e-04
-4.38096500e-06,-6.90625000e-04
-4.34096500e-06,-3.50312500e-03
-4.30096500e-06,-1.81250000e-03
-4.26096500e-06,-1.67343750e-03
-4.22096500e-06,2.23437500e-03
-4.18096500e-06,1.67968750e-03
-4.14096500e-06,-2.10937500e-04
-4.10096500e-06,5.03125000e-04
-4.06096500e-06,-1.29375000e-03
-4.02096500e-06,-1.52812500e-03
-3.98096500e-06,-1.82500000e-03
-3.94096500e-06,1.10468750e-03
-3.90096500e-06,-4.56250000e-04
-3.86096500e-06,1.10781250e-03
-3.82096500e-06,-3.18750000e-04
-3.78096500e-06,-2.40625000e-04
-3.74096500e-06,-2.90000000e-03
-3.70096500e-06,7.20312500e-04
-3.66096500e-06,5.56250000e-04
-3.62096500e-06,4.79687500e-04
-3.58096500e-06,1.45625000e-03
-3.54096500e-06,4.08437500e-03
-3.50096500e-06,1.20000000e-03
-3.46096500e-06,-2.59531250e-03
-3.42096500e-06,-9.26562500e-04
-3.38096500e-06,1.32500000e-03
-3.34096500e-06,1.67187500e-04
-3.30096500e-06,1.38437500e-03
-3.26096500e-06,4.78125000e-04
-3.22096500e-06,-2.24531250e-03
-3.18096500e-06,-3.06406250e-03
-3.14096500e-06,-1.29062500e-03
-3.10096500e-06,-3.75000000e-04
-3.06096500e-06,8.06250000e-04
-3.02096500e-06,-2.22812500e-03
-2.98096500e-06,-2.65781250e-03
-2.94096500e-06,1.09687500e-03
-2.90096500e-06,-3.43750000e-05
-2.86096500e-06,-8.17187500e-04
-2.82096500e-06,1.24218750e-03
-2.78096500e-06,4.68750000e-04
-2.74096500e-06,-1.39218750e-03
-2.70096500e-06,1.31250000e-03
-2.66096500e-06,1.02343750e-03
-2.62096500e-06,1.62500000e-03
-2.58096500e-06,2.40625000e-04
-2.54096500e-06,-1.08125000e-03
-2.50096500e-06,7.00000000e-04
-2.46096500e-06,2.86250000e-03
-2.42096500e-06,-2.04687500e-04
-2.38096500e-06,1.73437500e-04
-2.34096500e-06,-1.10937500e-03
-2.30096500e-06,-2.10937500e-03
-2.26096500e-06,-2.85781250e-03
-2.22096500e-06,-2.76406250e-03
-2.18096500e-06,-1.17812500e-03
-2.14096500e-06,-3.96875000e-04
-2.10096500e-06,-2.28125000e-04
-2.06096500e-06,1.38750000e-03
-2.02096500e-06,-5.01562500e-04
-1.98096500e-06,1.08281250e-03
-1.94096500e-06,2.87500000e-04
-1.90096500e-06,-2.20312500e-04
-1.86096500e-06,7.37500000e-04
-1.82096500e-06,-9.37500000e-05
-1.78096500e-06,2.17500000e-03
-1.74096500e-06,1.08125000e-03
-1.70096500e-06,4.53125000e-05
-1.66096500e-06,-2.46875000e-03
-1.62096500e-06,-4.39062500e-04
-1.58096500e-06,2.18750000e-03
-1.54096500e-06,4.16718750e-03
-1.50096500e-06,1.36718750e-03
-1.46096500e-06,-1.02500000e-03
-1.42096500e-06,-1.87968750e-03
-1.38096500e-06,-2.46875000e-04
-1.34096500e-06,-5.87500000e-04
-1.30096500e-06,-1.30625000e-03
-1.26096500e-06,-1.72656250e-03
-1.22096500e-06,2.05312500e-03
-1.18096500e-06,1.81250000e-03
-1.14096500e-06,2.05625000e-03
-1.10096500e-06,-1.93593750e-03
-1.06096500e-06,-8.01562500e-04
-1.02096500e-06,1.51562500e-04
-9.80965000e-07,5.71875000e-04
-9.40965000e-07,-1.33750000e-03
-9.00965000e-07,-2.96093750e-03
-8.60965000e-07,-1.92031250e-03
-8.20965000e-07,-5.31250000e-04
-7.80965000e-07,-2.19062500e-03
-7.40965000e-07,-1.57343750e-03
-7.00965000e-07,-1.54375000e-03
-6.60965000e-07,-8.89062500e-04
-6.20965000e-07,-1.73593750e-03
-5.80965000e-07,-1.94062500e-03
-5.40965000e-07,3.10781250e-03
