Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.70812500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.70832500e-06,5.89062500e-04
-5.66832500e-06,1.22812500e-03
-5.62832500e-06,2.36250000e-03
-5.58832500e-06,3.14218750e-03
-5.54832500e-06,-1.35156250e-03
-5.50832500e-06,-2.93281250e-03
-5.46832500e-06,-9.75000000e-04
-5.42832500e-06,-1.92656250e-03
-5.38832500e-06,1.60937500e-04
-5.34832500e-06,2.07812500e-04
-5.30832500e-06,1.35312500e-03
-5.26832500e-06,-8.28125000e-04
-5.22832500e-06,2.10937500e-04
-5.18832500e-06,4.25000000e-03
-5.14832500e-06,1.47812500e-03
-5.10832500e-06,-1.91093750e-03
-5.06832500e-06,4.53125000e-04
-5.02832500e-06,2.76093750e-03
-4.98832500e-06,5.75000000e-04
-4.94832500e-06,-1.11875000e-03
-4.90832500e-06,-2.49375000e-03
-4.86832500e-06,-3.29062500e-03
-4.82832500e-06,-3.35937500e-04
-4.78832500e-06,-6.25000000e-05
-4.74832500e-06,-1.97343750e-03
-4.70832500e-06,1.14843750e-03
-4.66832500e-06,2.28593750e-03
-4.62832500e-06,-1.01562500e-03
-4.58832500e-06,-5.31250000e-05
-4.54832500e-06,-5.84375000e-04
-4.50832500e-06,-5.35937500e-04
-4.46832500e-06,2.22187500e-03
-4.42832500e-06,1.81562500e-03
-4.38832500e-06,1.63906250e-03
-4.34832500e-06,1.63437500e-03
-4.30832500e-06,2.99531250e-03
-4.26832500e-06,-2.35937500e-04
-4.22832500e-06,-9.12500000e-04
-4.18832500e-06,-3.05000000e-03
-4.14832500e-06,-3.77656250e-03
-4.10832500e-06,-3.17343750e-03
-4.06832500e-06,-1.00781250e-03
-4.02832500e-06,-1.13281250e-03
-3.98832500e-06,1.29062500e-03
-3.94832500e-06,1.27968750e-03
-3.90832500e-06,-7.84375000e-04
-3.86832500e-06,-8.15625000e-04
-3.82832500e-06,8.09375000e-04
-3.78832500e-06,2.84218750e-03
-3.74832500e-06,2.12968750e-03
-3.70832500e-06,1.58281250e-03
-3.66832500e-06,1.25000000e-05
-3.62832500e-06,9.84375000e-05
-3.58832500e-06,2.71406250e-03
-3.54832500e-06,1.63437500e-03
-3.50832500e-06,4.68750000e-06
-3.46832500e-06,-1.29062500e-03
-3.42832500e-06,-7.98437500e-04
-3.38832500e-06,1.50937500e-03
-3.34832500e-06,-1.34218750e-03
-3.30832500e-06,-1.67656250e-03
-3.26832500e-06,-2.19375000e-03
-3.22832500e-06,-7.98437500e-04
-3.18832500e-06,-2.06250000e-04
-3.14832500e-06,-4.35937500e-04
-3.10832500e-06,3.18750000e-04
-3.06832500e-06,8.60937500e-04
-3.02832500e-06,-1.58281250e-03
-2.98832500e-06,-2.31718750e-03
-2.94832500e-06,-1.26250000e-03
-2.90832500e-06,-5.78125000e-05
-2.86832500e-06,-8.87500000e-04
-2.82832500e-06,1.97343750e-03
-2.78832500e-06,1.95312500e-03
-2.74832500e-06,5.00000000e-05
-2.70832500e-06,-1.31250000e-03
-2.66832500e-06,2.53125000e-04
-2.62832500e-06,2.34375000e-05
-2.58832500e-06,1.15312500e-03
-2.54832500e-06,2.71875000e-04
-2.50832500e-06,-1.60468750e-03
-2.46832500e-06,4.64062500e-04
-2.42832500e-06,2.21875000e-03
-2.38832500e-06,1.86718750e-03
-2.34832500e-06,2.55937500e-03
-2.30832500e-06,-2.68750000e-04
-2.26832500e-06,-2.10468750e-03
-2.22832500e-06,1.90625000e-03
-2.18832500e-06,1.19687500e-03
-2.14832500e-06,-3.73437500e-04
-2.10832500e-06,-1.81406250e-03
-2.06832500e-06,-1.90781250e-03
-2.02832500e-06,-3.00937500e-03
-1.98832500e-06,3.79687500e-04
-1.94832500e-06,-6.06250000e-04
-1.90832500e-06,1.49531250e-03
-1.86832500e-06,1.01406250e-03
-1.82832500e-06,7.01562500e-04
-1.78832500e-06,1.55781250e-03
-1.74832500e-06,-3.34375000e-04
-1.70832500e-06,5.35937500e-04
-1.66832500e-06,1.98437500e-04
-1.62832500e-06,7.34375000e-05
-1.58832500e-06,-3.43750000e-04
-1.54832500e-06,1.51093750e-03
-1.50832500e-06,1.31250000e-03
-1.46832500e-06,-3.75468750e-03
-1.42832500e-06,-3.29843750e-03
-1.38832500e-06,1.53125000e-03
-1.34832500e-06,3.17187500e-03
-1.30832500e-06,1.15312500e-03
-1.26832500e-06,-1.82656250e-03
-1.22832500e-06,-3.59375000e-03
-1.18832500e-06,-1.03125000e-03
-1.14832500e-06,-3.43750000e-05
-1.10832500e-06,-2.60468750e-03
-1.06832500e-06,-2.21875000e-03
-1.02832500e-06,-1.86562500e-03
-9.88325000e-07,-7.10937500e-04
-9.48325000e-07,-1.73437500e-04
-9.08325000e-07,1.96875000e-03
-8.68325000e-07,1.99687500e-03
-8.28325000e-07,3.14062500e-04
-7.88325000e-07,3.39062500e-04
-7.48325000e-07,-4.34375000e-04
-7.08325000e-07,-7.96875000e-05
-6.68325000e-07,-1.30781250e-03
-6.28325000e-07,6.17187500e-04
-5.88325000e-07,-2.12656250e-03
-5.48325000e-07,5.12500000e-04
-5.08325000e-07,-1.31562500e-03
