Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.14412500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.68576500e-06,-3.16718750e-03
-5.64576500e-06,-3.32031250e-03
-5.60576500e-06,-8.60937500e-04
-5.56576500e-06,1.97187500e-03
-5.52576500e-06,1.92656250e-03
-5.48576500e-06,3.00000000e-04
-5.44576500e-06,-6.00000000e-04
-5.40576500e-06,-1.37812500e-03
-5.36576500e-06,-1.57968750e-03
-5.32576500e-06,-2.35937500e-04
-5.28576500e-06,1.21718750e-03
-5.24576500e-06,2.93437500e-03
-5.20576500e-06,3.07031250e-03
-5.16576500e-06,1.98593750e-03
-5.12576500e-06,8.53125000e-04
-5.08576500e-06,-2.62343750e-03
-5.04576500e-06,-3.48750000e-03
-5.00576500e-06,-1.45312500e-04
-4.96576500e-06,-2.84375000e-04
-4.92576500e-06,-1.69531250e-03
-4.88576500e-06,-1.00937500e-03
-4.84576500e-06,9.39062500e-04
-4.80576500e-06,1.95625000e-03
-4.76576500e-06,1.45312500e-04
-4.72576500e-06,5.82812500e-04
-4.68576500e-06,-2.84375000e-03
-4.64576500e-06,-5.17187500e-04
-4.60576500e-06,-4.87500000e-04
-4.56576500e-06,-9.26562500e-04
-4.52576500e-06,-1.18281250e-03
-4.48576500e-06,1.20937500e-03
-4.44576500e-06,1.33593750e-03
-4.40576500e-06,1.01093750e-03
-4.36576500e-06,1.22031250e-03
-4.32576500e-06,-1.40625000e-04
-4.28576500e-06,-8.67187500e-04
-4.24576500e-06,-1.05937500e-03
-4.20576500e-06,3.70312500e-04
-4.16576500e-06,1.14531250e-03
-4.12576500e-06,2.75000000e-03
-4.08576500e-06,2.01875000e-03
-4.04576500e-06,5.14843750e-03
-4.00576500e-06,6.25312500e-03
-3.96576500e-06,1.62812500e-03
-3.92576500e-06,-4.45000000e-03
-3.88576500e-06,-2.36250000e-03
-3.84576500e-06,-3.04218750e-03
-3.80576500e-06,-6.05937500e-03
-3.76576500e-06,-6.54687500e-04
-3.72576500e-06,2.00625000e-03
-3.68576500e-06,2.00468750e-03
-3.64576500e-06,-5.39218750e-03
-3.60576500e-06,-9.79687500e-03
-3.56576500e-06,-1.82031250e-03
-3.52576500e-06,1.84062500e-03
-3.48576500e-06,-3.54062500e-03
-3.44576500e-06,4.84375000e-04
-3.40576500e-06,4.49218750e-03
-3.36576500e-06,1.53437500e-03
-3.32576500e-06,2.82968750e-03
-3.28576500e-06,4.01718750e-03
-3.24576500e-06,-3.10625000e-03
-3.20576500e-06,-1.26406250e-03
-3.16576500e-06,-1.98125000e-03
-3.12576500e-06,-9.39062500e-04
-3.08576500e-06,5.28125000e-04
-3.04576500e-06,-1.47968750e-03
-3.00576500e-06,-1.42656250e-03
-2.96576500e-06,9.20312500e-04
-2.92576500e-06,-1.15468750e-03
-2.88576500e-06,9.46875000e-04
-2.84576500e-06,4.82812500e-04
-2.80576500e-06,-2.69531250e-03
-2.76576500e-06,-3.99687500e-03
-2.72576500e-06,-4.87968750e-03
-2.68576500e-06,-2.65625000e-05
-2.64576500e-06,5.33125000e-03
-2.60576500e-06,1.19375000e-03
-2.56576500e-06,-1.22656250e-03
-2.52576500e-06,9.68750000e-05
-2.48576500e-06,7.21875000e-04
-2.44576500e-06,2.84843750e-03
-2.40576500e-06,4.24062500e-03
-2.36576500e-06,-8.40625000e-04
-2.32576500e-06,5.70312500e-03
-2.28576500e-06,1.00250000e-02
-2.24576500e-06,-2.03906250e-03
-2.20576500e-06,-6.95312500e-03
-2.16576500e-06,-3.20781250e-03
-2.12576500e-06,-5.42500000e-03
-2.08576500e-06,-2.90156250e-03
-2.04576500e-06,-3.62500000e-04
-2.00576500e-06,4.98437500e-04
-1.96576500e-06,2.47656250e-03
-1.92576500e-06,3.95312500e-03
-1.88576500e-06,3.96875000e-03
-1.84576500e-06,7.68750000e-04
-1.80576500e-06,-1.82656250e-03
-1.76576500e-06,-2.51562500e-03
-1.72576500e-06,1.85156250e-03
-1.68576500e-06,1.21250000e-03
-1.64576500e-06,-1.62500000e-04
-1.60576500e-06,-5.81250000e-04
-1.56576500e-06,1.88750000e-03
-1.52576500e-06,-3.56250000e-04
-1.48576500e-06,2.70312500e-04
-1.44576500e-06,-7.53125000e-04
-1.40576500e-06,-4.40625000e-04
-1.36576500e-06,8.96875000e-04
-1.32576500e-06,1.80468750e-03
-1.28576500e-06,-1.60000000e-03
-1.24576500e-06,-1.75937500e-03
-1.20576500e-06,1.53125000e-04
-1.16576500e-06,6.87500000e-05
-1.12576500e-06,3.43750000e-04
-1.08576500e-06,-2.59375000e-04
-1.04576500e-06,-5.32812500e-04
-1.00576500e-06,3.15625000e-04
-9.65765000e-07,-2.93750000e-04
-9.25765000e-07,1.54843750e-03
-8.85765000e-07,1.83750000e-03
-8.45765000e-07,-2.57812500e-04
-8.05765000e-07,-2.55468750e-03
-7.65765000e-07,-1.37031250e-03
-7.25765000e-07,-1.48593750e-03
-6.85765000e-07,-1.37500000e-04
-6.45765000e-07,2.05937500e-03
-6.05765000e-07,9.89062500e-04
-5.65765000e-07,1.62031250e-03
-5.25765000e-07,1.56562500e-03
-4.85765000e-07,-1.24218750e-03
