Model,MSO44
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,1000
Zero Index,142.43212500
Vertical Units,V
ANALOG_Thumbnail,

TIME,CH4
-5.69728500e-06,-6.60937500e-04
-5.65728500e-06,-1.59531250e-03
-5.61728500e-06,-2.70312500e-04
-5.57728500e-06,-9.29687500e-04
-5.53728500e-06,-2.39531250e-03
-5.49728500e-06,-1.38281250e-03
-5.45728500e-06,2.51562500e-03
-5.41728500e-06,3.03125000e-03
-5.37728500e-06,9.95312500e-04
-5.33728500e-06,2.11875000e-03
-5.29728500e-06,5.69531250e-03
-5.25728500e-06,3.55000000e-03
-5.21728500e-06,1.51562500e-03
-5.17728500e-06,-3.35937500e-03
-5.13728500e-06,-4.01093750e-03
-5.09728500e-06,1.39062500e-04
-5.05728500e-06,4.92187500e-04
-5.01728500e-06,-1.67656250e-03
-4.97728500e-06,-2.58593750e-03
-4.93728500e-06,-3.23906250e-03
-4.89728500e-06,-1.65468750e-03
-4.85728500e-06,-3.42031250e-03
-4.81728500e-06,-9.87500000e-04
-4.77728500e-06,2.38125000e-03
-4.73728500e-06,6.11562500e-03
-4.69728500e-06,7.44843750e-03
-4.65728500e-06,6.96250000e-03
-4.61728500e-06,-2.82812500e-04
-4.57728500e-06,-5.18437500e-03
-4.53728500e-06,-4.11875000e-03
-4.49728500e-06,-5.31562500e-03
-4.45728500e-06,-4.17968750e-03
-4.41728500e-06,-3.58750000e-03
-4.37728500e-06,-3.24687500e-03
-4.33728500e-06,-2.04531250e-03
-4.29728500e-06,3.45156250e-03
-4.25728500e-06,2.28125000e-04
-4.21728500e-06,2.51718750e-03
-4.17728500e-06,4.55000000e-03
-4.13728500e-06,2.54531250e-03
-4.09728500e-06,-1.45312500e-04
-4.05728500e-06,-3.29375000e-03
-4.01728500e-06,-3.97968750e-03
-3.97728500e-06,-1.85156250e-03
-3.93728500e-06,-2.73437500e-04
-3.89728500e-06,5.27968750e-03
-3.85728500e-06,4.18593750e-03
-3.81728500e-06,-1.73750000e-03
-3.77728500e-06,-3.60781250e-03
-3.73728500e-06,9.48437500e-04
-3.69728500e-06,2.92031250e-03
-3.65728500e-06,-1.92031250e-03
-3.61728500e-06,-1.70781250e-03
-3.57728500e-06,1.23750000e-03
-3.53728500e-06,8.23906250e-03
-3.49728500e-06,8.19218750e-03
-3.45728500e-06,3.64531250e-03
-3.41728500e-06,-3.82343750e-03
-3.37728500e-06,-6.84531250e-03
-3.33728500e-06,-3.11406250e-03
-3.29728500e-06,-3.06250000e-04
-3.25728500e-06,-1.51875000e-03
-3.21728500e-06,-3.79531250e-03
-3.17728500e-06,-1.30781250e-03
-3.13728500e-06,9.10625000e-03
-3.09728500e-06,1.79406250e-02
-3.05728500e-06,8.95625000e-03
-3.01728500e-06,-3.84531250e-03
-2.97728500e-06,-7.79531250e-03
-2.93728500e-06,-3.96875000e-04
-2.89728500e-06,-3.85937500e-04
-2.85728500e-06,-5.00156250e-03
-2.81728500e-06,-6.47500000e-03
-2.77728500e-06,-4.76875000e-03
-2.73728500e-06,-3.84843750e-03
-2.69728500e-06,2.92187500e-04
-2.65728500e-06,4.09843750e-03
-2.61728500e-06,4.28593750e-03
-2.57728500e-06,5.97187500e-03
-2.53728500e-06,2.34218750e-03
-2.49728500e-06,-2.94687500e-03
-2.45728500e-06,-6.57812500e-03
-2.41728500e-06,-3.91718750e-03
-2.37728500e-06,-2.28437500e-03
-2.33728500e-06,-3.12968750e-03
-2.29728500e-06,-1.42500000e-03
-2.25728500e-06,-1.27187500e-03
-2.21728500e-06,-2.26250000e-03
-2.17728500e-06,-7.40625000e-04
-2.13728500e-06,6.40625000e-05
-2.09728500e-06,-1.56250000e-03
-2.05728500e-06,-2.04531250e-03
-2.01728500e-06,8.59375000e-04
-1.97728500e-06,5.71875000e-04
-1.93728500e-06,7.34375000e-05
-1.89728500e-06,-6.48437500e-04
-1.85728500e-06,0.00000000e+00
-1.81728500e-06,1.27656250e-03
-1.77728500e-06,1.95156250e-03
-1.73728500e-06,6.73281250e-03
-1.69728500e-06,8.03281250e-03
-1.65728500e-06,3.57343750e-03
-1.61728500e-06,-3.88750000e-03
-1.57728500e-06,-7.07968750e-03
-1.53728500e-06,-4.82656250e-03
-1.49728500e-06,-3.24843750e-03
-1.45728500e-06,-3.12500000e-04
-1.41728500e-06,-3.12500000e-05
-1.37728500e-06,-4.64062500e-04
-1.33728500e-06,-4.47968750e-03
-1.29728500e-06,-3.88750000e-03
-1.25728500e-06,-1.42812500e-03
-1.21728500e-06,-7.87500000e-04
-1.17728500e-06,9.25000000e-04
-1.13728500e-06,-8.37500000e-04
-1.09728500e-06,-7.73437500e-04
-1.05728500e-06,-6.71875000e-05
-1.01728500e-06,1.03750000e-03
-9.77285000e-07,2.42187500e-04
-9.37285000e-07,2.25625000e-03
-8.97285000e-07,3.17968750e-03
-8.57285000e-07,-2.20156250e-03
-8.17285000e-07,-1.33125000e-03
-7.77285000e-07,-1.27500000e-03
-7.37285000e-07,-1.61406250e-03
-6.97285000e-07,-5.25000000e-04
-6.57285000e-07,-2.09687500e-03
-6.17285000e-07,3.07812500e-04
-5.77285000e-07,3.92187500e-04
-5.37285000e-07,1.50000000e-03
